UserIP_Anonymized,Scenario,survey.age,survey.gender,survey.education,survey.political,survey.religious,country_code,Outcome,Continent
01c37cbb,Switch,26,Men,College,0.5,0.5,KG,0,Asia
01c414a1,Footbridge,25,Women,College,1,0,GB,0,Europe
01c414a1,Loop,25,Women,College,1,0,GB,1,Europe
01c414a1,Switch,25,Women,College,1,0,GB,1,Europe
01d14a09,Footbridge,28,Men,College,0.9,0.89,RU,1,Europe
01d14a09,Loop,28,Men,College,0.9,0.89,RU,1,Europe
01d14a09,Switch,28,Men,College,0.9,0.89,RU,1,Europe
01d29777,Footbridge,21,Men,College,0,0,TW,0,Asia
01d29777,Loop,21,Men,College,0,0,TW,1,Asia
01d29777,Switch,21,Men,College,0,0,TW,1,Asia
01d2b43c,Footbridge,35,Men,No College,0.26,0.59,TR,1,Asia
01d2b43c,Loop,35,Men,No College,0.26,0.59,TR,1,Asia
01d2b43c,Switch,35,Men,No College,0.26,0.59,TR,0,Asia
01d3730d,Footbridge,20,Women,No College,0.5,0.65,BR,0,Americas
01d3730d,Loop,20,Women,No College,0.5,0.65,BR,1,Americas
01d3730d,Switch,20,Women,No College,0.5,0.65,BR,1,Americas
01d526d1,Footbridge,22,Men,College,1,0,ES,1,Europe
01d526d1,Loop,22,Men,College,1,0,ES,0,Europe
01d526d1,Switch,22,Men,College,1,0,ES,0,Europe
01db3341,Footbridge,19,Men,College,1,0.62,NZ,0,Oc.
01db3341,Loop,19,Men,College,1,0.62,NZ,1,Oc.
01db3341,Switch,19,Men,College,1,0.62,NZ,1,Oc.
01db599a,Footbridge,40,Men,College,0.62,0.04,US,0,Americas
01db599a,Loop,40,Men,College,0.62,0.04,US,0,Americas
01db599a,Switch,40,Men,College,0.62,0.04,US,1,Americas
01dddaf7,Footbridge,28,Men,College,0,0.27,BR,0,Americas
01dddaf7,Loop,28,Men,College,0,0.27,BR,1,Americas
01dddaf7,Switch,28,Men,College,0,0.27,BR,1,Americas
01e0944c,Footbridge,32,Men,College,1,0,RU,0,Europe
01e0944c,Loop,32,Men,College,1,0,RU,1,Europe
01e0944c,Switch,32,Men,College,1,0,RU,1,Europe
01e28bcb,Footbridge,25,Women,College,0.73,0.08,FR,1,Europe
01e28bcb,Loop,25,Women,College,0.73,0.08,FR,1,Europe
01e28bcb,Switch,25,Women,College,0.73,0.08,FR,1,Europe
01e47d9d,Footbridge,29,Men,College,0.73,0.04,CZ,0,Europe
01e47d9d,Loop,29,Men,College,0.73,0.04,CZ,0,Europe
01e47d9d,Switch,29,Men,College,0.73,0.04,CZ,1,Europe
01e63733,Footbridge,22,Men,College,0,0.07,GB,0,Europe
01e63733,Loop,22,Men,College,0,0.07,GB,1,Europe
01e63733,Switch,22,Men,College,0,0.07,GB,1,Europe
01e8b444,Footbridge,19,Men,College,0,1,DE,1,Europe
01e8b444,Loop,19,Men,College,0,1,DE,1,Europe
01e8b444,Switch,19,Men,College,0,1,DE,1,Europe
01e99446,Footbridge,47,Men,College,0.5,0,CA,0,Americas
01e99446,Loop,47,Men,College,0.5,0,CA,1,Americas
01e99446,Switch,47,Men,College,0.5,0,CA,1,Americas
01f13588,Footbridge,36,Men,No College,0.75,0,IT,1,Europe
01f13588,Loop,36,Men,No College,0.75,0,IT,0,Europe
01f13588,Switch,36,Men,No College,0.75,0,IT,1,Europe
01f650bd,Switch,18,Men,College,0.58,0,DE,1,Europe
01fb2302,Footbridge,26,Men,College,0.5,0.5,TR,0,Asia
0202aebf,Footbridge,34,Men,No College,1,0,US,1,Americas
0202aebf,Loop,34,Men,No College,1,0,US,1,Americas
0202aebf,Switch,34,Men,No College,1,0,US,1,Americas
020687d4,Footbridge,18,Women,College,0.89,0.05,US,0,Americas
020687d4,Loop,18,Women,College,0.89,0.05,US,1,Americas
020687d4,Switch,18,Women,College,0.89,0.05,US,1,Americas
0208b3aa,Loop,42,Men,College,0.17,0,DK,0,Europe
0208b3aa,Switch,42,Men,College,0.17,0,DK,1,Europe
020e8711,Footbridge,27,Men,No College,0.73,0.33,DK,0,Europe
020e8711,Loop,27,Men,No College,0.73,0.33,DK,1,Europe
020e8711,Switch,27,Men,No College,0.73,0.33,DK,0,Europe
021119b2,Footbridge,18,Women,No College,0.5,0,NL,1,Europe
021119b2,Loop,18,Women,No College,0.5,0,NL,1,Europe
021119b2,Switch,18,Women,No College,0.5,0,NL,1,Europe
0211285c,Footbridge,23,Men,College,0.38,0.62,CN,0,Asia
0211285c,Loop,23,Men,College,0.38,0.62,CN,0,Asia
0211285c,Switch,23,Men,College,0.38,0.62,CN,0,Asia
021c72b6,Footbridge,25,Men,College,0.5,0.15000000000000002,CN,0,Asia
021c72b6,Switch,25,Men,College,0.5,0.15000000000000002,CN,1,Asia
0222843e,Footbridge,27,Men,College,0.69,0,FR,1,Europe
0222843e,Loop,27,Men,College,0.69,0,FR,1,Europe
0222843e,Switch,27,Men,College,0.69,0,FR,1,Europe
022ac0b0,Footbridge,21,Women,College,0.69,0,BY,0,Europe
022ac0b0,Loop,21,Women,College,0.69,0,BY,0,Europe
022ac0b0,Switch,21,Women,College,0.69,0,BY,1,Europe
023ce609,Footbridge,20,Men,College,0.5,0.5,US,0,Americas
023ce609,Loop,20,Men,College,0.5,0.5,US,0,Americas
023ce609,Switch,20,Men,College,0.5,0.5,US,0,Americas
023e7a18,Footbridge,23,Men,College,1,0,US,0,Americas
023e7a18,Loop,23,Men,College,1,0,US,1,Americas
023e7a18,Switch,23,Men,College,1,0,US,1,Americas
02406945,Footbridge,23,Men,College,0.65,0.71,AU,0,Oc.
02406945,Loop,23,Men,College,0.65,0.71,AU,1,Oc.
02406945,Switch,23,Men,College,0.65,0.71,AU,1,Oc.
02431b69,Footbridge,40,Men,College,0.31,0,NL,0,Europe
02431b69,Loop,40,Men,College,0.31,0,NL,1,Europe
02431b69,Switch,40,Men,College,0.31,0,NL,1,Europe
024556f5,Footbridge,19,Women,College,0.98,0.5,BR,0,Americas
024556f5,Loop,19,Women,College,0.98,0.5,BR,0,Americas
024556f5,Switch,19,Women,College,0.98,0.5,BR,1,Americas
0245a7ba,Footbridge,25,Women,College,0.63,0.5,UA,1,Europe
0245a7ba,Loop,25,Women,College,0.63,0.5,UA,1,Europe
0245a7ba,Switch,25,Women,College,0.63,0.5,UA,1,Europe
0246c5c7,Footbridge,20,Men,No College,1,0,RU,0,Europe
0246c5c7,Loop,20,Men,No College,1,0,RU,0,Europe
0246c5c7,Switch,20,Men,No College,1,0,RU,1,Europe
02482159,Loop,20,Women,College,0.52,0.5,BR,1,Americas
02482159,Switch,20,Women,College,0.52,0.5,BR,1,Americas
02485901,Footbridge,34,Men,College,1,0,US,0,Americas
02485901,Loop,34,Men,College,1,0,US,0,Americas
02485901,Switch,34,Men,College,1,0,US,0,Americas
024e2bfd,Footbridge,19,Men,No College,0.39,0.54,US,0,Americas
024e2bfd,Loop,19,Men,No College,0.39,0.54,US,1,Americas
024e2bfd,Switch,19,Men,No College,0.39,0.54,US,1,Americas
024ee155,Footbridge,18,Women,College,1,0.26,RU,1,Europe
024ee155,Loop,18,Women,College,1,0.26,RU,1,Europe
024ee155,Switch,18,Women,College,1,0.26,RU,1,Europe
02543576,Footbridge,23,Men,College,0.5,0.64,TR,0,Asia
02543576,Loop,23,Men,College,0.5,0.64,TR,0,Asia
02543576,Switch,23,Men,College,0.5,0.64,TR,1,Asia
025681a5,Footbridge,32,Women,College,0.5,0.5,FR,1,Europe
025681a5,Switch,32,Women,College,0.5,0.5,FR,1,Europe
02570980,Footbridge,29,Men,No College,1,0,DE,1,Europe
02570980,Loop,29,Men,No College,1,0,DE,1,Europe
02570980,Switch,29,Men,No College,1,0,DE,1,Europe
02591401,Footbridge,26,Men,College,0.5,0,UA,1,Europe
02591401,Loop,26,Men,College,0.5,0,UA,1,Europe
02591401,Switch,26,Men,College,0.5,0,UA,1,Europe
025c716c,Footbridge,44,Men,College,1,0.5,FR,0,Europe
025c716c,Loop,44,Men,College,1,0.5,FR,0,Europe
025c716c,Switch,44,Men,College,1,0.5,FR,1,Europe
025d35c3,Footbridge,24,Women,College,0.5,0.5,CA,0,Americas
025d35c3,Loop,24,Women,College,0.5,0.5,CA,0,Americas
025d35c3,Switch,24,Women,College,0.5,0.5,CA,1,Americas
025dd33a,Footbridge,25,Men,College,1,0,GB,0,Europe
025dd33a,Loop,25,Men,College,1,0,GB,1,Europe
025dd33a,Switch,25,Men,College,1,0,GB,1,Europe
02663fa0,Footbridge,42,Women,College,1,0,FR,0,Europe
02663fa0,Loop,42,Women,College,1,0,FR,1,Europe
02663fa0,Switch,42,Women,College,1,0,FR,1,Europe
026e3567,Footbridge,38,Men,College,1,0.5,US,0,Americas
026e3567,Loop,38,Men,College,1,0.5,US,1,Americas
026e3567,Switch,38,Men,College,1,0.5,US,1,Americas
026e48de,Footbridge,20,Women,College,0.54,0.73,US,1,Americas
026e48de,Loop,20,Women,College,0.54,0.73,US,0,Americas
026e48de,Switch,20,Women,College,0.54,0.73,US,1,Americas
026f83ad,Footbridge,21,Women,College,0.81,0,GB,0,Europe
026f83ad,Loop,21,Women,College,0.81,0,GB,1,Europe
026f83ad,Switch,21,Women,College,0.81,0,GB,0,Europe
02736c5b,Footbridge,24,Women,College,0.92,0.02,US,0,Americas
02736c5b,Loop,24,Women,College,0.92,0.02,US,1,Americas
02736c5b,Switch,24,Women,College,0.92,0.02,US,1,Americas
027642a2,Footbridge,21,Men,College,0.65,0,CA,1,Americas
027642a2,Loop,21,Men,College,0.65,0,CA,1,Americas
027642a2,Switch,21,Men,College,0.65,0,CA,1,Americas
0276d1ad,Footbridge,24,Men,College,0.83,0.2,US,1,Americas
0276d1ad,Loop,24,Men,College,0.83,0.2,US,0,Americas
0276d1ad,Switch,24,Men,College,0.83,0.2,US,1,Americas
02780a1f,Footbridge,24,Men,College,0.96,0.18,US,0,Americas
02780a1f,Loop,24,Men,College,0.96,0.18,US,0,Americas
02780a1f,Switch,24,Men,College,0.96,0.18,US,0,Americas
0279f636,Footbridge,22,Men,College,0.67,0,AT,0,Europe
0279f636,Loop,22,Men,College,0.67,0,AT,1,Europe
0279f636,Switch,22,Men,College,0.67,0,AT,1,Europe
027bf60c,Footbridge,30,Men,College,0.95,0,DE,1,Europe
027bf60c,Loop,30,Men,College,0.95,0,DE,1,Europe
027bf60c,Switch,30,Men,College,0.95,0,DE,1,Europe
027c637b,Footbridge,21,Women,No College,1,0.5,BR,1,Americas
027c637b,Loop,21,Women,No College,1,0.5,BR,1,Americas
027c637b,Switch,21,Women,No College,1,0.5,BR,1,Americas
027df22d,Footbridge,20,Men,College,1,0,RU,0,Europe
027df22d,Loop,20,Men,College,1,0,RU,1,Europe
027df22d,Switch,20,Men,College,1,0,RU,1,Europe
027e4d15,Footbridge,22,Men,College,1,0,UA,1,Europe
027e4d15,Loop,22,Men,College,1,0,UA,0,Europe
027e4d15,Switch,22,Men,College,1,0,UA,1,Europe
027fadb1,Footbridge,29,Men,College,0.88,0,FR,0,Europe
027fadb1,Loop,29,Men,College,0.88,0,FR,1,Europe
027fadb1,Switch,29,Men,College,0.88,0,FR,1,Europe
02832d2a,Footbridge,20,Women,College,0.2,0.1,US,1,Americas
02832d2a,Loop,20,Women,College,0.2,0.1,US,1,Americas
02832d2a,Switch,20,Women,College,0.2,0.1,US,1,Americas
0284ff33,Footbridge,18,Women,College,0.5,0.24,BR,1,Americas
0284ff33,Loop,18,Women,College,0.5,0.24,BR,1,Americas
0284ff33,Switch,18,Women,College,0.5,0.24,BR,1,Americas
0287e9cb,Footbridge,23,Men,College,0.5,0.5,FR,1,Europe
0287e9cb,Loop,23,Men,College,0.5,0.5,FR,1,Europe
0287e9cb,Switch,23,Men,College,0.5,0.5,FR,1,Europe
028cff46,Footbridge,19,Men,College,0.82,0.16,CR,0,Americas
028cff46,Loop,19,Men,College,0.82,0.16,CR,1,Americas
028cff46,Switch,19,Men,College,0.82,0.16,CR,1,Americas
028d49a1,Footbridge,26,Men,College,1,0,US,1,Americas
028d49a1,Loop,26,Men,College,1,0,US,1,Americas
028d49a1,Switch,26,Men,College,1,0,US,1,Americas
02949e3e,Footbridge,24,Men,College,1,0,US,1,Americas
02949e3e,Loop,24,Men,College,1,0,US,1,Americas
02949e3e,Switch,24,Men,College,1,0,US,1,Americas
029ac075,Footbridge,19,Women,College,0.5,0,CH,1,Europe
029ac075,Loop,19,Women,College,0.5,0,CH,0,Europe
029ac075,Switch,19,Women,College,0.5,0,CH,1,Europe
029b509d,Footbridge,19,Men,No College,1,0,DE,1,Europe
029b509d,Loop,19,Men,No College,1,0,DE,1,Europe
029b509d,Switch,19,Men,No College,1,0,DE,1,Europe
029dae79,Footbridge,27,Men,College,0.5,1,IL,1,Asia
029dae79,Loop,27,Men,College,0.5,1,IL,0,Asia
029dae79,Switch,27,Men,College,0.5,1,IL,1,Asia
02a1e745,Footbridge,53,Women,No College,0.27,0.99,DE,0,Europe
02a1e745,Loop,53,Women,No College,0.27,0.99,DE,1,Europe
02a1e745,Switch,53,Women,No College,0.27,0.99,DE,1,Europe
02a2de5e,Footbridge,22,Women,College,0.95,0.62,US,1,Americas
02a2de5e,Loop,22,Women,College,0.95,0.62,US,1,Americas
02a2de5e,Switch,22,Women,College,0.95,0.62,US,1,Americas
02a56731,Footbridge,25,Women,College,0.5,0.23,FR,1,Europe
02a56731,Loop,25,Women,College,0.5,0.23,FR,1,Europe
02a56731,Switch,25,Women,College,0.5,0.23,FR,1,Europe
02a866ad,Footbridge,27,Men,College,0.5,0,US,0,Americas
02a866ad,Loop,27,Men,College,0.5,0,US,0,Americas
02a866ad,Switch,27,Men,College,0.5,0,US,0,Americas
02b1d4af,Footbridge,35,Men,College,1,0,DE,1,Europe
02b1d4af,Loop,35,Men,College,1,0,DE,1,Europe
02b1d4af,Switch,35,Men,College,1,0,DE,1,Europe
02b3ab50,Footbridge,18,Women,No College,1,0,US,0,Americas
02b3ab50,Switch,18,Women,No College,1,0,US,1,Americas
02b72a55,Footbridge,38,Men,No College,0.21,0.5,CA,0,Americas
02b72a55,Loop,38,Men,No College,0.21,0.5,CA,1,Americas
02b72a55,Switch,38,Men,No College,0.21,0.5,CA,1,Americas
02b8f810,Footbridge,19,Men,No College,0.83,0.06,PT,0,Europe
02b8f810,Loop,19,Men,No College,0.83,0.06,PT,1,Europe
02b8f810,Switch,19,Men,No College,0.83,0.06,PT,1,Europe
02ba4ba0,Footbridge,30,Men,College,0.77,0.17,GB,1,Europe
02ba4ba0,Loop,30,Men,College,0.77,0.17,GB,1,Europe
02ba4ba0,Switch,30,Men,College,0.77,0.17,GB,1,Europe
02be6ef0,Footbridge,32,Men,College,0.62,0.5,FR,1,Europe
02be6ef0,Loop,32,Men,College,0.62,0.5,FR,1,Europe
02be6ef0,Switch,32,Men,College,0.62,0.5,FR,1,Europe
02c0d8b7,Footbridge,30,Men,College,0.75,0.24,HU,0,Europe
02c0d8b7,Loop,30,Men,College,0.75,0.24,HU,0,Europe
02c0d8b7,Switch,30,Men,College,0.75,0.24,HU,0,Europe
02c4019c,Footbridge,20,Men,College,0,0.41,BR,1,Americas
02c4019c,Loop,20,Men,College,0,0.41,BR,1,Americas
02c4019c,Switch,20,Men,College,0,0.41,BR,1,Americas
02c7b98b,Footbridge,25,Women,College,1,0.19,IT,1,Europe
02c7b98b,Loop,25,Women,College,1,0.19,IT,1,Europe
02c7b98b,Switch,25,Women,College,1,0.19,IT,1,Europe
02c86501,Footbridge,19,Men,College,0.5,0,RU,0,Europe
02c86501,Loop,19,Men,College,0.5,0,RU,1,Europe
02c86501,Switch,19,Men,College,0.5,0,RU,1,Europe
02cc65cd,Footbridge,34,Men,No College,1,1,US,1,Americas
02cc65cd,Loop,34,Men,No College,1,1,US,1,Americas
02cc65cd,Switch,34,Men,No College,1,1,US,1,Americas
02d0e0dc,Footbridge,19,Men,College,0.5,0,FR,0,Europe
02d0e0dc,Switch,19,Men,College,0.5,0,FR,1,Europe
02d3e960,Footbridge,20,Men,College,0.36,0.4,GB,1,Europe
02d3e960,Loop,20,Men,College,0.36,0.4,GB,1,Europe
02d3e960,Switch,20,Men,College,0.36,0.4,GB,1,Europe
02d859fb,Footbridge,25,Men,College,0.5,0,US,0,Americas
02d859fb,Loop,25,Men,College,0.5,0,US,1,Americas
02d859fb,Switch,25,Men,College,0.5,0,US,1,Americas
02e14fe9,Footbridge,26,Women,College,0.5,0.12,US,1,Americas
02e14fe9,Loop,26,Women,College,0.5,0.12,US,1,Americas
02e14fe9,Switch,26,Women,College,0.5,0.12,US,0,Americas
02ecc184,Footbridge,19,Men,No College,0.5,0.5,TR,1,Asia
02ed0337,Footbridge,19,Men,No College,0.99,0,AT,0,Europe
02ed0337,Loop,19,Men,No College,0.99,0,AT,1,Europe
02ed0337,Switch,19,Men,No College,0.99,0,AT,1,Europe
02f0b251,Footbridge,45,Men,College,0.97,0.84,US,1,Americas
02f0b251,Loop,45,Men,College,0.97,0.84,US,0,Americas
02f0b251,Switch,45,Men,College,0.97,0.84,US,1,Americas
02f2d01a,Footbridge,20,Women,No College,0.75,0.78,CA,1,Americas
02f2d01a,Loop,20,Women,No College,0.75,0.78,CA,1,Americas
02f2d01a,Switch,20,Women,No College,0.75,0.78,CA,1,Americas
02f43366,Footbridge,31,Women,College,0.63,0.5,UZ,1,Asia
02f43366,Loop,31,Women,College,0.63,0.5,UZ,1,Asia
02f43366,Switch,31,Women,College,0.63,0.5,UZ,1,Asia
02f5601e,Footbridge,18,Women,College,0.5,0,ES,0,Europe
02f5601e,Loop,18,Women,College,0.5,0,ES,0,Europe
02f5601e,Switch,18,Women,College,0.5,0,ES,1,Europe
02f56f61,Footbridge,40,Men,College,0.75,0.63,DE,1,Europe
02f56f61,Loop,40,Men,College,0.75,0.63,DE,1,Europe
02f56f61,Switch,40,Men,College,0.75,0.63,DE,1,Europe
02f913b7,Footbridge,33,Men,College,0,0,US,1,Americas
02f913b7,Loop,33,Men,College,0,0,US,1,Americas
02f913b7,Switch,33,Men,College,0,0,US,1,Americas
03017699,Footbridge,22,Men,College,1,0,UA,0,Europe
03017699,Loop,22,Men,College,1,0,UA,0,Europe
03017699,Switch,22,Men,College,1,0,UA,1,Europe
0305e343,Footbridge,20,Men,No College,0.5,0.5,US,0,Americas
0305e343,Loop,20,Men,No College,0.5,0.5,US,0,Americas
0305e343,Switch,20,Men,No College,0.5,0.5,US,1,Americas
030bbb09,Footbridge,53,Men,College,0.94,0.07,DE,0,Europe
030bbb09,Loop,53,Men,College,0.94,0.07,DE,1,Europe
030bbb09,Switch,53,Men,College,0.94,0.07,DE,1,Europe
030cbce3,Footbridge,28,Men,College,1,0,US,0,Americas
030cbce3,Loop,28,Men,College,1,0,US,1,Americas
030cbce3,Switch,28,Men,College,1,0,US,1,Americas
030e8f9e,Footbridge,34,Men,College,0.5,0.9,NL,0,Europe
030e8f9e,Loop,34,Men,College,0.5,0.9,NL,0,Europe
030e8f9e,Switch,34,Men,College,0.5,0.9,NL,0,Europe
030fea1f,Footbridge,44,Men,College,0.11,0,US,0,Americas
030fea1f,Loop,44,Men,College,0.11,0,US,0,Americas
030fea1f,Switch,44,Men,College,0.11,0,US,0,Americas
03106808,Footbridge,18,Women,No College,0.34,0,RS,1,Europe
03106808,Loop,18,Women,No College,0.34,0,RS,1,Europe
03106808,Switch,18,Women,No College,0.34,0,RS,1,Europe
0314ab20,Footbridge,25,Men,No College,0.66,0,DE,0,Europe
0314ab20,Loop,25,Men,No College,0.66,0,DE,0,Europe
0314ab20,Switch,25,Men,No College,0.66,0,DE,0,Europe
031777ab,Footbridge,35,Men,College,0.73,0,CZ,0,Europe
031777ab,Loop,35,Men,College,0.73,0,CZ,1,Europe
031777ab,Switch,35,Men,College,0.73,0,CZ,1,Europe
031ced5a,Switch,36,Women,College,0.5,0,PT,1,Europe
031ced5a,Switch,42,Men,No College,0.5,0.5,PT,1,Europe
031ced5a,Switch,55,Men,College,0.75,0.19,PT,1,Europe
031fcdeb,Footbridge,25,Men,College,1,0,FR,1,Europe
031fcdeb,Loop,25,Men,College,1,0,FR,1,Europe
031fcdeb,Switch,25,Men,College,1,0,FR,1,Europe
03230fc6,Footbridge,19,Men,College,0.63,0.5,HU,1,Europe
03230fc6,Loop,19,Men,College,0.63,0.5,HU,1,Europe
03230fc6,Switch,19,Men,College,0.63,0.5,HU,1,Europe
0323e793,Footbridge,18,Women,College,0,1,GB,1,Europe
0323e793,Switch,18,Women,College,0,1,GB,0,Europe
0328e361,Footbridge,28,Men,College,1,1,US,1,Americas
0328e361,Loop,28,Men,College,1,1,US,1,Americas
0328e361,Switch,28,Men,College,1,1,US,1,Americas
032abdd2,Footbridge,20,Women,College,0,1,US,0,Americas
032abdd2,Loop,20,Women,College,0,1,US,1,Americas
032abdd2,Switch,20,Women,College,0,1,US,1,Americas
0330440b,Footbridge,20,Men,College,1,0.04,BR,1,Americas
0330440b,Loop,20,Men,College,1,0.04,BR,1,Americas
0330440b,Switch,20,Men,College,1,0.04,BR,1,Americas
0332c5d7,Footbridge,23,Men,College,1,0,FR,1,Europe
0332c5d7,Loop,23,Men,College,1,0,FR,1,Europe
0332c5d7,Switch,23,Men,College,1,0,FR,1,Europe
033ab590,Footbridge,19,Men,No College,0.5,0.5,US,1,Americas
033ab590,Loop,19,Men,No College,0.5,0.5,US,1,Americas
033ab590,Switch,19,Men,No College,0.5,0.5,US,1,Americas
033ace9a,Footbridge,31,Men,College,0.5,0.79,BE,0,Europe
033ace9a,Loop,31,Men,College,0.5,0.79,BE,1,Europe
033ace9a,Switch,31,Men,College,0.5,0.79,BE,1,Europe
033c4679,Footbridge,37,Women,No College,1,1,CH,1,Europe
033c4679,Loop,37,Women,No College,1,1,CH,1,Europe
033c4679,Switch,37,Women,No College,1,1,CH,1,Europe
033ee571,Footbridge,60,Men,College,0.17,0.18,FR,0,Europe
033ee571,Loop,60,Men,College,0.17,0.18,FR,1,Europe
033ee571,Switch,60,Men,College,0.17,0.18,FR,1,Europe
0341555f,Footbridge,57,Women,College,0.71,0.58,DE,0,Europe
0341555f,Loop,57,Women,College,0.71,0.58,DE,1,Europe
0341555f,Switch,57,Women,College,0.71,0.58,DE,1,Europe
03452297,Loop,30,Men,No College,1,0,DE,1,Europe
03452297,Switch,30,Men,No College,1,0,DE,1,Europe
0345381f,Loop,34,Women,College,1,0,IR,1,Asia
0345381f,Loop,34,Men,College,1,0,IR,1,Asia
0345381f,Switch,34,Women,College,1,0,IR,1,Asia
0345381f,Switch,34,Men,College,1,0,IR,1,Asia
0347a7de,Footbridge,18,Men,No College,0.96,0,RU,0,Europe
0347a7de,Loop,18,Men,No College,0.96,0,RU,0,Europe
0347a7de,Switch,18,Men,No College,0.96,0,RU,0,Europe
0349e7a5,Footbridge,22,Men,No College,0.71,0.12,BR,0,Americas
0349e7a5,Loop,22,Men,No College,0.71,0.12,BR,1,Americas
0349e7a5,Switch,22,Men,No College,0.71,0.12,BR,1,Americas
034ada7b,Footbridge,27,Men,College,0.83,0.33,CZ,0,Europe
034ada7b,Loop,27,Men,College,0.83,0.33,CZ,1,Europe
034ada7b,Switch,27,Men,College,0.83,0.33,CZ,1,Europe
034fd782,Footbridge,55,Men,College,0.77,0.14,IE,0,Europe
034fd782,Loop,55,Men,College,0.77,0.14,IE,0,Europe
034fd782,Switch,55,Men,College,0.77,0.14,IE,1,Europe
0350adaf,Footbridge,28,Women,No College,0.5,0.5,DE,0,Europe
0350adaf,Loop,28,Women,No College,0.5,0.5,DE,1,Europe
0350adaf,Switch,28,Women,No College,0.5,0.5,DE,1,Europe
03514f46,Footbridge,30,Men,College,0.96,0,CH,1,Europe
03514f46,Loop,30,Men,College,0.96,0,CH,1,Europe
03514f46,Switch,30,Men,College,0.96,0,CH,1,Europe
0351ff7f,Footbridge,19,Men,No College,0.54,0.59,BR,0,Americas
0351ff7f,Loop,19,Men,No College,0.54,0.59,BR,0,Americas
0351ff7f,Switch,19,Men,No College,0.54,0.59,BR,1,Americas
0353ccd2,Footbridge,20,Men,No College,0.5,0.06,FR,1,Europe
0353ccd2,Loop,20,Men,No College,0.5,0.06,FR,1,Europe
0353ccd2,Switch,20,Men,No College,0.5,0.06,FR,1,Europe
0353e9e3,Footbridge,20,Men,College,0.78,0,ES,0,Europe
0353e9e3,Loop,20,Men,College,0.78,0,ES,0,Europe
0353e9e3,Switch,20,Men,College,0.78,0,ES,0,Europe
035726ae,Footbridge,21,Men,College,1,0,US,0,Americas
035726ae,Loop,21,Men,College,1,0,US,1,Americas
035726ae,Switch,21,Men,College,1,0,US,1,Americas
035931d7,Footbridge,21,Women,College,1,0.24,US,0,Americas
035931d7,Loop,21,Women,College,1,0.24,US,1,Americas
035931d7,Switch,21,Women,College,1,0.24,US,1,Americas
035ca906,Footbridge,25,Men,No College,1,0,DE,1,Europe
035ca906,Loop,25,Men,No College,1,0,DE,0,Europe
035ca906,Switch,25,Men,No College,1,0,DE,1,Europe
035d9c06,Footbridge,28,Men,College,0.5,0.5,BR,1,Americas
035d9c06,Loop,28,Men,College,0.5,0.5,BR,1,Americas
035d9c06,Switch,28,Men,College,0.5,0.5,BR,1,Americas
035defc1,Footbridge,24,Men,College,0.85,0,CA,0,Americas
035defc1,Loop,24,Men,College,0.85,0,CA,1,Americas
035defc1,Switch,24,Men,College,0.85,0,CA,1,Americas
0362e3b5,Footbridge,27,Women,College,0.48,0,CA,1,Americas
0362e3b5,Loop,27,Women,College,0.48,0,CA,0,Americas
0362e3b5,Switch,27,Women,College,0.48,0,CA,0,Americas
03659e89,Footbridge,26,Men,College,0.5,0,US,1,Americas
03659e89,Loop,26,Men,College,0.5,0,US,0,Americas
03659e89,Switch,26,Men,College,0.5,0,US,1,Americas
03719459,Footbridge,23,Women,College,0.97,0.01,RU,1,Europe
03719459,Loop,23,Women,College,0.97,0.01,RU,1,Europe
03719459,Switch,23,Women,College,0.97,0.01,RU,1,Europe
0372408b,Footbridge,31,Men,College,0.7,0.7,TR,1,Asia
0372408b,Loop,31,Men,College,0.7,0.7,TR,1,Asia
0372408b,Switch,31,Men,College,0.7,0.7,TR,1,Asia
037460c6,Footbridge,52,Men,College,0.34,0.84,US,1,Americas
037460c6,Loop,52,Men,College,0.34,0.84,US,1,Americas
037460c6,Switch,52,Men,College,0.34,0.84,US,1,Americas
03776d92,Footbridge,26,Men,No College,0.5,0,DE,1,Europe
03776d92,Loop,26,Men,No College,0.5,0,DE,0,Europe
03776d92,Switch,26,Men,No College,0.5,0,DE,1,Europe
037ade1e,Footbridge,19,Men,College,0.24,0,GB,0,Europe
037ade1e,Loop,19,Men,College,0.24,0,GB,0,Europe
037ade1e,Switch,19,Men,College,0.24,0,GB,0,Europe
037bd5e1,Footbridge,18,Women,No College,0,1,FR,0,Europe
037bd5e1,Loop,18,Women,No College,0,1,FR,0,Europe
037bd5e1,Switch,18,Women,No College,0,1,FR,0,Europe
0381861c,Footbridge,28,Women,No College,0.29,0.66,FI,1,Europe
0381861c,Loop,28,Women,No College,0.29,0.66,FI,1,Europe
0381861c,Switch,28,Women,No College,0.29,0.66,FI,1,Europe
03826bce,Footbridge,22,Men,College,0.43,0.68,TR,0,Asia
03826bce,Loop,22,Men,College,0.43,0.68,TR,1,Asia
03826bce,Switch,22,Men,College,0.43,0.68,TR,1,Asia
0385f4a8,Loop,32,Men,No College,1,0,RU,1,Europe
0385f4a8,Switch,32,Men,No College,1,0,RU,1,Europe
038e0808,Footbridge,30,Women,College,0.8,0.14,DE,0,Europe
038e0808,Loop,30,Women,College,0.8,0.14,DE,1,Europe
038e0808,Switch,30,Women,College,0.8,0.14,DE,1,Europe
03902edf,Footbridge,32,Men,College,0,1,RU,0,Europe
03902edf,Loop,32,Men,College,0,1,RU,0,Europe
